Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,Survived,PassengerId,ReferenceDate,dataset
1,S,E,missing,Miss,79.65,0.0,2.0,18.0,110413.0,1,586,1912-05,train
2,S,missing,missing,Mr,15.0,0.0,0.0,47.0,237565.0,0,587,1912-06,train
1,C,B,missing,Mr,79.2,1.0,1.0,60.0,13567.0,1,588,1912-07,test
3,S,missing,missing,Mr,8.05,0.0,0.0,22.0,14973.0,0,589,1912-05,train
3,S,missing,A,Mr,8.05,0.0,0.0,29.69911764705882,53235.0,0,590,1912-05,train
3,S,missing,STONO,Mr,7.125,0.0,0.0,35.0,23101273.0,0,591,1912-05,train
1,C,D,missing,Mrs,78.2667,1.0,0.0,52.0,36947.0,1,592,1912-07,test
3,S,missing,A,Mr,7.25,0.0,0.0,47.0,53902.0,0,593,1912-06,train
3,Q,missing,missing,Miss,7.75,0.0,2.0,29.69911764705882,364848.0,0,594,1912-06,train
2,S,missing,SCAH,Mr,26.0,1.0,0.0,37.0,29037.0,0,595,1912-07,test
3,S,missing,missing,Mr,24.15,1.0,1.0,36.0,345773.0,0,596,1912-05,train
2,S,missing,missing,Miss,33.0,0.0,0.0,29.69911764705882,248727.0,1,597,1912-04,train
3,S,missing,LINE,Mr,0.0,0.0,0.0,49.0,0.0,0,598,1912-05,train
3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2664.0,0,599,1912-06,train
1,C,A,PC,Sir,56.9292,1.0,0.0,49.0,17485.0,1,600,1912-04,train
2,S,missing,missing,Mrs,27.0,2.0,1.0,24.0,243847.0,1,601,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349214.0,0,602,1912-05,train
1,S,missing,missing,Mr,42.4,0.0,0.0,29.69911764705882,113796.0,0,603,1912-07,test
3,S,missing,missing,Mr,8.05,0.0,0.0,44.0,364511.0,0,604,1912-06,train
1,C,missing,missing,Mr,26.55,0.0,0.0,35.0,111426.0,1,605,1912-07,test
3,S,missing,missing,Mr,15.55,1.0,0.0,36.0,349910.0,0,606,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,30.0,349246.0,0,607,1912-05,train
1,S,missing,missing,Mr,30.5,0.0,0.0,27.0,113804.0,1,608,1912-04,train
2,C,missing,SCParis,Mrs,41.5792,1.0,2.0,22.0,2123.0,1,609,1912-04,train
1,S,C,PC,Miss,153.4625,0.0,0.0,40.0,17582.0,1,610,1912-04,train
3,S,missing,missing,Mrs,31.275,1.0,5.0,39.0,347082.0,0,611,1912-05,train
3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,29.69911764705882,3101305.0,0,612,1912-04,train
3,Q,missing,missing,Miss,15.5,1.0,0.0,29.69911764705882,367230.0,1,613,1912-07,test
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,370377.0,0,614,1912-07,test
3,S,missing,missing,Mr,8.05,0.0,0.0,35.0,364512.0,0,615,1912-06,train
2,S,missing,missing,Miss,65.0,1.0,2.0,24.0,220845.0,1,616,1912-06,train
3,S,missing,missing,Mr,14.4,1.0,1.0,34.0,347080.0,0,617,1912-04,train
3,S,missing,A,Mrs,16.1,1.0,0.0,26.0,53336.0,0,618,1912-05,train
2,S,F,missing,Miss,39.0,2.0,1.0,4.0,230136.0,1,619,1912-04,train
2,S,missing,missing,Mr,10.5,0.0,0.0,26.0,31028.0,0,620,1912-05,train
3,C,missing,missing,Mr,14.4542,1.0,0.0,27.0,2659.0,0,621,1912-07,test
1,S,D,missing,Mr,52.5542,1.0,0.0,42.0,11753.0,1,622,1912-05,train
3,C,missing,missing,Mr,15.7417,1.0,1.0,20.0,2653.0,1,623,1912-07,test
3,S,missing,missing,Mr,7.8542,0.0,0.0,21.0,350029.0,0,624,1912-07,test
3,S,missing,missing,Mr,16.1,0.0,0.0,21.0,54636.0,0,625,1912-07,test
1,S,D,missing,Mr,32.3208,0.0,0.0,61.0,36963.0,0,626,1912-05,train
2,Q,missing,missing,LOW,12.35,0.0,0.0,57.0,219533.0,0,627,1912-05,train
1,S,D,missing,Miss,77.9583,0.0,0.0,21.0,13502.0,1,628,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,26.0,349224.0,0,629,1912-06,train
3,Q,missing,missing,Mr,7.7333,0.0,0.0,29.69911764705882,334912.0,0,630,1912-07,test
1,S,A,missing,Mr,30.0,0.0,0.0,80.0,27042.0,1,631,1912-07,test
3,S,missing,missing,Mr,7.0542,0.0,0.0,51.0,347743.0,0,632,1912-05,train
1,C,B,missing,Dr,30.5,0.0,0.0,32.0,13214.0,1,633,1912-07,test
1,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,112052.0,0,634,1912-06,train
3,S,missing,missing,Miss,27.9,3.0,2.0,9.0,347088.0,0,635,1912-06,train
2,S,missing,missing,Miss,13.0,0.0,0.0,28.0,237668.0,1,636,1912-07,test
3,S,missing,STONO,Mr,7.925,0.0,0.0,32.0,23101292.0,0,637,1912-04,train
2,S,missing,CA,Mr,26.25,1.0,1.0,31.0,31921.0,0,638,1912-05,train
3,S,missing,missing,Mrs,39.6875,0.0,5.0,41.0,3101295.0,0,639,1912-04,train
3,S,missing,missing,Mr,16.1,1.0,0.0,29.69911764705882,376564.0,0,640,1912-04,train
3,S,missing,missing,Mr,7.8542,0.0,0.0,20.0,350050.0,0,641,1912-04,train
1,C,B,PC,Mlle,69.3,0.0,0.0,24.0,17477.0,1,642,1912-04,train
3,S,missing,missing,Miss,27.9,3.0,2.0,2.0,347088.0,0,643,1912-07,test
3,S,missing,missing,Mr,56.4958,0.0,0.0,29.69911764705882,1601.0,1,644,1912-06,train
3,C,missing,missing,Miss,19.2583,2.0,1.0,0.75,2666.0,1,645,1912-07,test
1,C,D,PC,Mr,76.7292,1.0,0.0,48.0,17572.0,1,646,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,19.0,349231.0,0,647,1912-05,train
1,C,A,missing,Col,35.5,0.0,0.0,56.0,13213.0,1,648,1912-07,test
3,S,missing,LOW,Mr,7.55,0.0,0.0,29.69911764705882,751.0,0,649,1912-05,train
3,S,missing,CA,Miss,7.55,0.0,0.0,23.0,2314.0,1,650,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349221.0,0,651,1912-04,train
2,S,missing,missing,Miss,23.0,0.0,1.0,18.0,231919.0,1,652,1912-04,train
3,S,missing,missing,Mr,8.4333,0.0,0.0,21.0,8475.0,0,653,1912-07,test
3,Q,missing,missing,Miss,7.8292,0.0,0.0,29.69911764705882,330919.0,1,654,1912-05,train
3,Q,missing,missing,Miss,6.75,0.0,0.0,18.0,365226.0,0,655,1912-04,train
2,S,missing,SOC,Mr,73.5,2.0,0.0,24.0,14879.0,0,656,1912-07,test
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349223.0,0,657,1912-06,train
3,Q,missing,missing,Mrs,15.5,1.0,1.0,32.0,364849.0,0,658,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,29751.0,0,659,1912-04,train
1,C,D,missing,Mr,113.275,0.0,2.0,58.0,35273.0,0,660,1912-07,test
1,S,missing,PC,Dr,133.65,2.0,0.0,50.0,17611.0,1,661,1912-06,train
3,C,missing,missing,Mr,7.225,0.0,0.0,40.0,2623.0,0,662,1912-04,train
1,S,E,missing,Mr,25.5875,0.0,0.0,47.0,5727.0,0,663,1912-04,train
3,S,missing,missing,Mr,7.4958,0.0,0.0,36.0,349210.0,0,664,1912-04,train
3,S,missing,STONO,Mr,7.925,1.0,0.0,20.0,23101285.0,1,665,1912-05,train
2,S,missing,SOC,Mr,73.5,2.0,0.0,32.0,14879.0,0,666,1912-04,train
2,S,missing,missing,Mr,13.0,0.0,0.0,25.0,234686.0,0,667,1912-06,train
3,S,missing,missing,Mr,7.775,0.0,0.0,29.69911764705882,312993.0,0,668,1912-04,train
3,S,missing,A,Mr,8.05,0.0,0.0,43.0,53536.0,0,669,1912-07,test
1,S,C,missing,Mrs,52.0,1.0,0.0,29.69911764705882,19996.0,1,670,1912-04,train
2,S,missing,missing,Mrs,39.0,1.0,1.0,40.0,29750.0,1,671,1912-05,train
1,S,B,FCC,Mr,52.0,1.0,0.0,31.0,12750.0,0,672,1912-04,train
2,S,missing,CA,Mr,10.5,0.0,0.0,70.0,24580.0,0,673,1912-07,test
2,S,missing,missing,Mr,13.0,0.0,0.0,31.0,244270.0,1,674,1912-05,train
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239856.0,0,675,1912-06,train
3,S,missing,missing,Mr,7.775,0.0,0.0,18.0,349912.0,0,676,1912-05,train
3,S,missing,missing,Mr,8.05,0.0,0.0,24.5,342826.0,0,677,1912-07,test
3,S,missing,missing,Miss,9.8417,0.0,0.0,18.0,4138.0,1,678,1912-07,test
3,S,missing,CA,Mrs,46.9,1.0,6.0,43.0,2144.0,0,679,1912-06,train
1,C,B,PC,Mr,512.3292,0.0,1.0,36.0,17755.0,1,680,1912-06,train
3,Q,missing,missing,Miss,8.1375,0.0,0.0,29.69911764705882,330935.0,0,681,1912-06,train
1,C,D,PC,Mr,76.7292,0.0,0.0,27.0,17572.0,1,682,1912-05,train
3,S,missing,missing,Mr,9.225,0.0,0.0,20.0,6563.0,0,683,1912-05,train
3,S,missing,CA,Mr,46.9,5.0,2.0,14.0,2144.0,0,684,1912-04,train
2,S,missing,missing,Mr,39.0,1.0,1.0,60.0,29750.0,0,685,1912-05,train
2,C,missing,SCParis,Mr,41.5792,1.0,2.0,25.0,2123.0,0,686,1912-06,train
3,S,missing,missing,Mr,39.6875,4.0,1.0,14.0,3101295.0,0,687,1912-07,test
3,S,missing,missing,Mr,10.1708,0.0,0.0,19.0,349228.0,0,688,1912-04,train
3,S,missing,missing,Mr,7.7958,0.0,0.0,18.0,350036.0,0,689,1912-06,train
1,S,B,missing,Miss,211.3375,0.0,1.0,15.0,24160.0,1,690,1912-07,test
1,S,B,missing,Mr,57.0,1.0,0.0,31.0,17474.0,1,691,1912-05,train
3,C,missing,missing,Miss,13.4167,0.0,1.0,4.0,349256.0,1,692,1912-07,test
3,S,missing,missing,Mr,56.4958,0.0,0.0,29.69911764705882,1601.0,1,693,1912-04,train
3,C,missing,missing,Mr,7.225,0.0,0.0,25.0,2672.0,0,694,1912-06,train
1,S,missing,missing,Col,26.55,0.0,0.0,60.0,113800.0,0,695,1912-04,train
2,S,missing,missing,Mr,13.5,0.0,0.0,52.0,248731.0,0,696,1912-06,train
3,S,missing,missing,Mr,8.05,0.0,0.0,44.0,363592.0,0,697,1912-05,train
3,Q,missing,missing,Miss,7.7333,0.0,0.0,29.69911764705882,35852.0,1,698,1912-04,train
1,C,C,missing,Mr,110.8833,1.0,1.0,49.0,17421.0,0,699,1912-05,train
3,S,F,missing,Mr,7.65,0.0,0.0,42.0,348121.0,0,700,1912-04,train
1,C,C,PC,Mrs,227.525,1.0,0.0,18.0,17757.0,1,701,1912-05,train
1,S,E,PC,Mr,26.2875,0.0,0.0,35.0,17475.0,1,702,1912-07,test
3,C,missing,missing,Miss,14.4542,0.0,1.0,18.0,2691.0,0,703,1912-04,train
3,Q,missing,missing,Mr,7.7417,0.0,0.0,25.0,36864.0,0,704,1912-04,train
3,S,missing,missing,Mr,7.8542,1.0,0.0,26.0,350025.0,0,705,1912-04,train
2,S,missing,missing,Mr,26.0,0.0,0.0,39.0,250655.0,0,706,1912-07,test
2,S,missing,missing,Mrs,13.5,0.0,0.0,45.0,223596.0,1,707,1912-06,train
1,S,E,PC,Mr,26.2875,0.0,0.0,42.0,17476.0,1,708,1912-04,train
1,S,missing,missing,Miss,151.55,0.0,0.0,22.0,113781.0,1,709,1912-06,train
3,C,missing,missing,Master,15.2458,1.0,1.0,29.69911764705882,2661.0,1,710,1912-04,train
1,C,C,PC,Mlle,49.5042,0.0,0.0,24.0,17482.0,1,711,1912-05,train
1,S,C,missing,Mr,26.55,0.0,0.0,29.69911764705882,113028.0,0,712,1912-04,train
1,S,C,missing,Mr,52.0,1.0,0.0,48.0,19996.0,1,713,1912-07,test
3,S,missing,missing,Mr,9.4833,0.0,0.0,29.0,7545.0,0,714,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,52.0,250647.0,0,715,1912-07,test
3,S,F,missing,Mr,7.65,0.0,0.0,19.0,348124.0,0,716,1912-07,test
1,C,C,PC,Miss,227.525,0.0,0.0,38.0,17757.0,1,717,1912-04,train
2,S,E,missing,Miss,10.5,0.0,0.0,27.0,34218.0,1,718,1912-06,train
3,Q,missing,missing,Mr,15.5,0.0,0.0,29.69911764705882,36568.0,0,719,1912-04,train
3,S,missing,missing,Mr,7.775,0.0,0.0,33.0,347062.0,0,720,1912-06,train
2,S,missing,missing,Miss,33.0,0.0,1.0,6.0,248727.0,1,721,1912-06,train
3,S,missing,missing,Mr,7.0542,1.0,0.0,17.0,350048.0,0,722,1912-04,train
2,S,missing,missing,Mr,13.0,0.0,0.0,34.0,12233.0,0,723,1912-06,train
2,S,missing,missing,Mr,13.0,0.0,0.0,50.0,250643.0,0,724,1912-04,train
1,S,E,missing,Mr,53.1,1.0,0.0,27.0,113806.0,1,725,1912-07,test
3,S,missing,missing,Mr,8.6625,0.0,0.0,20.0,315094.0,0,726,1912-04,train
2,S,missing,missing,Mrs,21.0,3.0,0.0,30.0,31027.0,1,727,1912-06,train
3,Q,missing,missing,Miss,7.7375,0.0,0.0,29.69911764705882,36866.0,1,728,1912-06,train
2,S,missing,missing,Mr,26.0,1.0,0.0,25.0,236853.0,0,729,1912-05,train
3,S,missing,STONO,Miss,7.925,1.0,0.0,25.0,23101271.0,0,730,1912-06,train
1,S,B,missing,Miss,211.3375,0.0,0.0,29.0,24160.0,1,731,1912-07,test
3,C,missing,missing,Mr,18.7875,0.0,0.0,11.0,2699.0,0,732,1912-04,train
2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239855.0,0,733,1912-06,train
2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,28425.0,0,734,1912-04,train
2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,233639.0,0,735,1912-07,test
3,S,missing,missing,Mr,16.1,0.0,0.0,28.5,54636.0,0,736,1912-05,train
3,S,missing,WC,Mrs,34.375,1.0,3.0,48.0,6608.0,0,737,1912-05,train
1,C,B,PC,Mr,512.3292,0.0,0.0,35.0,17755.0,1,738,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349201.0,0,739,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349218.0,0,740,1912-07,test
1,S,D,missing,Mr,30.0,0.0,0.0,29.69911764705882,16988.0,1,741,1912-07,test
1,S,C,missing,Mr,78.85,1.0,0.0,36.0,19877.0,0,742,1912-04,train
1,C,B,PC,Miss,262.375,2.0,2.0,21.0,17608.0,1,743,1912-05,train
3,S,missing,missing,Mr,16.1,1.0,0.0,24.0,376566.0,0,744,1912-07,test
3,S,missing,STONO,Mr,7.925,0.0,0.0,31.0,23101288.0,1,745,1912-04,train
1,S,B,WEP,LOW,71.0,1.0,1.0,70.0,5735.0,0,746,1912-06,train
3,S,missing,CA,Mr,20.25,1.0,1.0,16.0,2673.0,0,747,1912-05,train
2,S,missing,missing,Miss,13.0,0.0,0.0,30.0,250648.0,1,748,1912-05,train
1,S,D,missing,Mr,53.1,1.0,0.0,19.0,113773.0,0,749,1912-06,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,31.0,335097.0,0,750,1912-07,test
2,S,missing,missing,Miss,23.0,1.0,1.0,4.0,29103.0,1,751,1912-06,train
3,S,E,missing,Master,12.475,0.0,1.0,6.0,392096.0,1,752,1912-04,train
3,S,missing,missing,Mr,9.5,0.0,0.0,33.0,345780.0,0,753,1912-07,test
3,S,missing,missing,Mr,7.8958,0.0,0.0,23.0,349204.0,0,754,1912-06,train
2,S,missing,missing,Mrs,65.0,1.0,2.0,48.0,220845.0,1,755,1912-05,train
2,S,missing,missing,Master,14.5,1.0,1.0,0.67,250649.0,1,756,1912-04,train
3,S,missing,missing,Mr,7.7958,0.0,0.0,28.0,350042.0,0,757,1912-04,train
2,S,missing,missing,Mr,11.5,0.0,0.0,18.0,29108.0,0,758,1912-06,train
3,S,missing,missing,Mr,8.05,0.0,0.0,34.0,363294.0,0,759,1912-06,train
1,S,B,missing,Countess,86.5,0.0,0.0,33.0,110152.0,1,760,1912-07,test
3,S,missing,missing,Mr,14.5,0.0,0.0,29.69911764705882,358585.0,0,761,1912-06,train
3,S,missing,LOW,Mr,7.125,0.0,0.0,41.0,23101272.0,0,762,1912-06,train
3,C,missing,missing,Mr,7.2292,0.0,0.0,20.0,2663.0,1,763,1912-06,train
1,S,B,missing,Mrs,120.0,1.0,2.0,36.0,113760.0,1,764,1912-06,train
3,S,missing,missing,Mr,7.775,0.0,0.0,16.0,347074.0,0,765,1912-06,train
1,S,D,missing,Mrs,77.9583,1.0,0.0,51.0,13502.0,1,766,1912-04,train
1,C,missing,missing,Dr,39.6,0.0,0.0,29.69911764705882,112379.0,0,767,1912-04,train
3,Q,missing,missing,Miss,7.75,0.0,0.0,30.5,364850.0,0,768,1912-05,train
3,Q,missing,missing,Mr,24.15,1.0,0.0,29.69911764705882,371110.0,0,769,1912-06,train
3,S,missing,missing,Mr,8.3625,0.0,0.0,32.0,8471.0,0,770,1912-06,train
3,S,missing,missing,Mr,9.5,0.0,0.0,24.0,345781.0,0,771,1912-06,train
3,S,missing,missing,Mr,7.8542,0.0,0.0,48.0,350047.0,0,772,1912-04,train
2,S,E,LOW,Mrs,10.5,0.0,0.0,57.0,3.0,0,773,1912-07,test
3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2674.0,0,774,1912-06,train
2,S,missing,missing,Mrs,23.0,1.0,3.0,54.0,29105.0,1,775,1912-07,test
3,S,missing,missing,Mr,7.75,0.0,0.0,18.0,347078.0,0,776,1912-07,test
3,Q,F,missing,Mr,7.75,0.0,0.0,29.69911764705882,383121.0,0,777,1912-06,train
3,S,missing,missing,Miss,12.475,0.0,0.0,5.0,364516.0,1,778,1912-07,test
3,Q,missing,missing,Mr,7.7375,0.0,0.0,29.69911764705882,36865.0,0,779,1912-04,train
1,S,B,missing,Mrs,211.3375,0.0,1.0,43.0,24160.0,1,780,1912-04,train
3,C,missing,missing,Miss,7.2292,0.0,0.0,13.0,2687.0,1,781,1912-05,train
1,S,B,missing,Mrs,57.0,1.0,0.0,17.0,17474.0,1,782,1912-04,train
1,S,D,missing,Mr,30.0,0.0,0.0,29.0,113501.0,0,783,1912-07,test
3,S,missing,WC,Mr,23.45,1.0,2.0,29.69911764705882,6607.0,0,784,1912-06,train
3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,25.0,3101312.0,0,785,1912-05,train
3,S,missing,missing,Mr,7.25,0.0,0.0,25.0,374887.0,0,786,1912-06,train
3,S,missing,missing,Miss,7.4958,0.0,0.0,18.0,3101265.0,1,787,1912-06,train
3,Q,missing,missing,Master,29.125,4.0,1.0,8.0,382652.0,0,788,1912-06,train
3,S,missing,CA,Master,20.575,1.0,2.0,1.0,2315.0,1,789,1912-07,test
1,C,B,PC,Mr,79.2,0.0,0.0,46.0,17593.0,0,790,1912-06,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,12460.0,0,791,1912-07,test
2,S,missing,missing,Mr,26.0,0.0,0.0,16.0,239865.0,0,792,1912-06,train
3,S,missing,CA,Miss,69.55,8.0,2.0,29.69911764705882,2343.0,0,793,1912-05,train
1,C,missing,PC,Mr,30.6958,0.0,0.0,29.69911764705882,17600.0,0,794,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,25.0,349203.0,0,795,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,39.0,28213.0,0,796,1912-06,train
1,S,D,missing,Dr,25.9292,0.0,0.0,49.0,17465.0,1,797,1912-05,train
3,S,missing,missing,Mrs,8.6833,0.0,0.0,31.0,349244.0,1,798,1912-05,train
3,C,missing,missing,Mr,7.2292,0.0,0.0,30.0,2685.0,0,799,1912-04,train
3,S,missing,missing,Mrs,24.15,1.0,1.0,30.0,345773.0,0,800,1912-05,train
2,S,missing,missing,Mr,13.0,0.0,0.0,34.0,250647.0,0,801,1912-07,test
2,S,missing,CA,Mrs,26.25,1.0,1.0,31.0,31921.0,1,802,1912-04,train
1,S,B,missing,Master,120.0,1.0,2.0,11.0,113760.0,1,803,1912-04,train
3,C,missing,missing,Master,8.5167,0.0,1.0,0.42,2625.0,1,804,1912-06,train
3,S,missing,missing,Mr,6.975,0.0,0.0,27.0,347089.0,1,805,1912-04,train
3,S,missing,missing,Mr,7.775,0.0,0.0,31.0,347063.0,0,806,1912-05,train
1,S,A,missing,Mr,0.0,0.0,0.0,39.0,112050.0,0,807,1912-06,train
3,S,missing,missing,Miss,7.775,0.0,0.0,18.0,347087.0,0,808,1912-04,train
2,S,missing,missing,Mr,13.0,0.0,0.0,39.0,248723.0,0,809,1912-04,train
1,S,E,missing,Mrs,53.1,1.0,0.0,33.0,113806.0,1,810,1912-04,train
3,S,missing,missing,Mr,7.8875,0.0,0.0,26.0,3474.0,0,811,1912-05,train
3,S,missing,A,Mr,24.15,0.0,0.0,39.0,448871.0,0,812,1912-05,train
2,S,missing,missing,Mr,10.5,0.0,0.0,35.0,28206.0,0,813,1912-07,test
3,S,missing,missing,Miss,31.275,4.0,2.0,6.0,347082.0,0,814,1912-04,train
3,S,missing,missing,Mr,8.05,0.0,0.0,30.5,364499.0,0,815,1912-06,train
1,S,B,missing,Mr,0.0,0.0,0.0,29.69911764705882,112058.0,0,816,1912-07,test
3,S,missing,STONO,Miss,7.925,0.0,0.0,23.0,23101290.0,0,817,1912-06,train
2,C,missing,SCPARIS,Mr,37.0042,1.0,1.0,31.0,2079.0,0,818,1912-05,train
3,S,missing,CA,Mr,6.45,0.0,0.0,43.0,7075.0,0,819,1912-05,train
3,S,missing,missing,Master,27.9,3.0,2.0,10.0,347088.0,0,820,1912-07,test
1,S,B,missing,Mrs,93.5,1.0,1.0,52.0,12749.0,1,821,1912-05,train
3,S,missing,missing,Mr,8.6625,0.0,0.0,27.0,315098.0,1,822,1912-07,test
1,S,missing,missing,LOW,0.0,0.0,0.0,38.0,19972.0,0,823,1912-07,test
3,S,E,missing,Mrs,12.475,0.0,1.0,27.0,392096.0,1,824,1912-06,train
3,S,missing,missing,Master,39.6875,4.0,1.0,2.0,3101295.0,0,825,1912-05,train
3,Q,missing,missing,Mr,6.95,0.0,0.0,29.69911764705882,368323.0,0,826,1912-07,test
3,S,missing,missing,Mr,56.4958,0.0,0.0,29.69911764705882,1601.0,0,827,1912-04,train
2,C,missing,SCPARIS,Master,37.0042,0.0,2.0,1.0,2079.0,1,828,1912-06,train
3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,367228.0,1,829,1912-07,test
1,Missing,B,missing,Mrs,80.0,0.0,0.0,62.0,113572.0,1,830,1912-05,train
3,C,missing,missing,Mrs,14.4542,1.0,0.0,15.0,2659.0,1,831,1912-04,train
2,S,missing,missing,Master,18.75,1.0,1.0,0.83,29106.0,1,832,1912-07,test
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2671.0,0,833,1912-07,test
3,S,missing,missing,Mr,7.8542,0.0,0.0,23.0,347468.0,0,834,1912-04,train
3,S,missing,missing,Mr,8.3,0.0,0.0,18.0,2223.0,0,835,1912-07,test
1,C,E,PC,Miss,83.1583,1.0,1.0,39.0,17756.0,1,836,1912-07,test
3,S,missing,missing,Mr,8.6625,0.0,0.0,21.0,315097.0,0,837,1912-04,train
3,S,missing,missing,Mr,8.05,0.0,0.0,29.69911764705882,392092.0,0,838,1912-06,train
3,S,missing,missing,Mr,56.4958,0.0,0.0,32.0,1601.0,1,839,1912-07,test
1,C,C,missing,Mr,29.7,0.0,0.0,29.69911764705882,11774.0,1,840,1912-04,train
3,S,missing,LOW,Mr,7.925,0.0,0.0,20.0,23101287.0,0,841,1912-05,train
2,S,missing,LOW,Mr,10.5,0.0,0.0,16.0,3.0,0,842,1912-06,train
1,C,missing,missing,Miss,31.0,0.0,0.0,30.0,113798.0,1,843,1912-04,train
3,C,missing,missing,Mr,6.4375,0.0,0.0,34.5,2683.0,0,844,1912-04,train
3,S,missing,missing,Mr,8.6625,0.0,0.0,17.0,315090.0,0,845,1912-06,train
3,S,missing,CA,Mr,7.55,0.0,0.0,42.0,5547.0,0,846,1912-06,train
3,S,missing,CA,Mr,69.55,8.0,2.0,29.69911764705882,2343.0,0,847,1912-06,train
3,C,missing,missing,Mr,7.8958,0.0,0.0,35.0,349213.0,0,848,1912-07,test
2,S,missing,missing,LOW,33.0,0.0,1.0,28.0,248727.0,0,849,1912-07,test
1,C,C,missing,Mrs,89.1042,1.0,0.0,29.69911764705882,17453.0,1,850,1912-06,train
3,S,missing,missing,Master,31.275,4.0,2.0,4.0,347082.0,0,851,1912-07,test
3,S,missing,missing,Mr,7.775,0.0,0.0,74.0,347060.0,0,852,1912-06,train
3,C,missing,missing,Miss,15.2458,1.0,1.0,9.0,2678.0,0,853,1912-05,train
1,S,D,PC,Miss,39.4,0.0,1.0,16.0,17592.0,1,854,1912-07,test
2,S,missing,missing,Mrs,26.0,1.0,0.0,44.0,244252.0,0,855,1912-05,train
3,S,missing,missing,Mrs,9.35,0.0,1.0,18.0,392091.0,1,856,1912-05,train
1,S,missing,missing,Mrs,164.8667,1.0,1.0,45.0,36928.0,1,857,1912-06,train
1,S,E,missing,Mr,26.55,0.0,0.0,51.0,113055.0,1,858,1912-04,train
3,C,missing,missing,Mrs,19.2583,0.0,3.0,24.0,2666.0,1,859,1912-07,test
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2629.0,0,860,1912-04,train
3,S,missing,missing,Mr,14.1083,2.0,0.0,41.0,350026.0,0,861,1912-06,train
2,S,missing,missing,Mr,11.5,1.0,0.0,21.0,28134.0,0,862,1912-07,test
1,S,D,missing,Mrs,25.9292,0.0,0.0,48.0,17466.0,1,863,1912-07,test
3,S,missing,CA,Miss,69.55,8.0,2.0,29.69911764705882,2343.0,0,864,1912-06,train
2,S,missing,missing,Mr,13.0,0.0,0.0,24.0,233866.0,0,865,1912-04,train
2,S,missing,missing,Mrs,13.0,0.0,0.0,42.0,236852.0,1,866,1912-04,train
2,C,missing,SCPARIS,Miss,13.8583,1.0,0.0,27.0,2149.0,1,867,1912-04,train
1,S,A,PC,Mr,50.4958,0.0,0.0,31.0,17590.0,0,868,1912-04,train
3,S,missing,missing,Mr,9.5,0.0,0.0,29.69911764705882,345777.0,0,869,1912-07,test
3,S,missing,missing,Master,11.1333,1.0,1.0,4.0,347742.0,1,870,1912-06,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,26.0,349248.0,0,871,1912-07,test
1,S,D,missing,Mrs,52.5542,1.0,1.0,47.0,11751.0,1,872,1912-06,train
1,S,B,missing,Mr,5.0,0.0,0.0,33.0,695.0,0,873,1912-06,train
3,S,missing,missing,Mr,9.0,0.0,0.0,47.0,345765.0,0,874,1912-07,test
2,C,missing,PPP,Mrs,24.0,1.0,0.0,28.0,3381.0,1,875,1912-06,train
3,C,missing,missing,Miss,7.225,0.0,0.0,15.0,2667.0,1,876,1912-07,test
3,S,missing,missing,Mr,9.8458,0.0,0.0,20.0,7534.0,0,877,1912-07,test
3,S,missing,missing,Mr,7.8958,0.0,0.0,19.0,349212.0,0,878,1912-04,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349217.0,0,879,1912-07,test
1,C,C,missing,Mrs,83.1583,0.0,1.0,56.0,11767.0,1,880,1912-06,train
